id_offre,titre,entreprise,ville,domaine,type_contrat,niveau_etudes_min,experience_min,salaire_fcfa,competences_requises,soft_skills,description
O0104,Opérateur de production,Groupe Batéké,Madingou,Pétrole / Gaz / Énergie,Consultance,Master (BAC+5),0,250000,instrumentation; électromécanique; production pétrolière,prise d'initiative; adaptabilité,"Groupe Batéké recrute un(e) Opérateur de production à Madingou en Consultance. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 0 an(s) d'expérience. Compétences requises : instrumentation, électromécanique, production pétrolière. Qualités attendues : prise d'initiative, adaptabilité."
O0105,Chef d'exploitation,Agence Plateaux,Madingou,Agriculture / Agroalimentaire,CDD,BEPC,1,400000,pêche; maraîchage; élevage; transformation alimentaire,prise d'initiative; autonomie,"Agence Plateaux recrute un(e) Chef d'exploitation à Madingou en CDD. Missions : intervenir sur des activités de agriculture / agroalimentaire et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 1 an(s) d'expérience. Compétences requises : pêche, maraîchage, élevage, transformation alimentaire. Qualités attendues : prise d'initiative, autonomie."
O0106,Technicien HSE,Agence Kouilou,Pointe-Noire,Pétrole / Gaz / Énergie,CDI,Licence (BAC+3),3,700000,qhse; hse; électromécanique; gestion de plateforme,gestion du temps; esprit d'analyse,"Agence Kouilou recrute un(e) Technicien HSE à Pointe-Noire en CDI. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 3 an(s) d'expérience. Compétences requises : qhse, hse, électromécanique, gestion de plateforme. Qualités attendues : gestion du temps, esprit d'analyse."
O0107,Comptable,Agence Alima,Pointe-Noire,Banque / Finance,CDD,Master (BAC+5),2,250000,analyse financière; ohada; microfinance; contrôle de gestion; sage comptabilité,esprit d'analyse; gestion du temps,"Agence Alima recrute un(e) Comptable à Pointe-Noire en CDD. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 2 an(s) d'expérience. Compétences requises : analyse financière, ohada, microfinance, contrôle de gestion, sage comptabilité. Qualités attendues : esprit d'analyse, gestion du temps."
O0108,Répétiteur,Groupe Sangha,Nkayi,Éducation / Formation,CDI,Licence (BAC+3),2,200000,encadrement scolaire; alphabétisation; conception de programmes; formation professionnelle; enseignement; pédagogie,communication; gestion du temps,"Groupe Sangha recrute un(e) Répétiteur à Nkayi en CDI. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 2 an(s) d'expérience. Compétences requises : encadrement scolaire, alphabétisation, conception de programmes, formation professionnelle, enseignement, pédagogie. Qualités attendues : communication, gestion du temps."
O0109,Technicien informatique,Compagnie Niari,Ouesso,Informatique / IT,Consultance,BAC,0,250000,développement web; cybersécurité; administration réseau,leadership; communication,"Compagnie Niari recrute un(e) Technicien informatique à Ouesso en Consultance. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 0 an(s) d'expérience. Compétences requises : développement web, cybersécurité, administration réseau. Qualités attendues : leadership, communication."
O0110,Agent de microfinance,Agence M'Foa,Sibiti,Banque / Finance,CDD,Sans diplôme,2,200000,gestion de trésorerie; ohada; sage comptabilité; comptabilité; contrôle de gestion; audit,communication; leadership,"Agence M'Foa recrute un(e) Agent de microfinance à Sibiti en CDD. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : Sans diplôme minimum, au moins 2 an(s) d'expérience. Compétences requises : gestion de trésorerie, ohada, sage comptabilité, comptabilité, contrôle de gestion, audit. Qualités attendues : communication, leadership."
O0111,Superviseur QHSE,Entreprise Léfini,Nkayi,Pétrole / Gaz / Énergie,CDI,BAC+2 (BTS/DUT),0,250000,forage; hse; électromécanique; gestion de plateforme,communication; rigueur,"Entreprise Léfini recrute un(e) Superviseur QHSE à Nkayi en CDI. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 0 an(s) d'expérience. Compétences requises : forage, hse, électromécanique, gestion de plateforme. Qualités attendues : communication, rigueur."
O0112,Agent de microfinance,Cabinet Mayombe,Pointe-Noire,Banque / Finance,CDD,BEPC,0,250000,conformité bancaire; microfinance; contrôle de gestion; ohada; sage comptabilité,travail en équipe; autonomie,"Cabinet Mayombe recrute un(e) Agent de microfinance à Pointe-Noire en CDD. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 0 an(s) d'expérience. Compétences requises : conformité bancaire, microfinance, contrôle de gestion, ohada, sage comptabilité. Qualités attendues : travail en équipe, autonomie."
O0113,Administrateur réseau,Entreprise Mayombe,Brazzaville,Informatique / IT,Intérim,BAC+2 (BTS/DUT),3,1200000,bases de données; administration réseau; cybersécurité; linux; sql; maintenance informatique,sens de l'organisation; autonomie,"Entreprise Mayombe recrute un(e) Administrateur réseau à Brazzaville en Intérim. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : bases de données, administration réseau, cybersécurité, linux, sql, maintenance informatique. Qualités attendues : sens de l'organisation, autonomie."
O0114,Réceptionniste,Agence Batéké,Nkayi,Hôtellerie / Restauration,CDI,BAC+2 (BTS/DUT),1,500000,gestion hôtelière; cuisine; service en salle; housekeeping; pâtisserie; réception hôtelière,esprit d'analyse; prise d'initiative,"Agence Batéké recrute un(e) Réceptionniste à Nkayi en CDI. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 1 an(s) d'expérience. Compétences requises : gestion hôtelière, cuisine, service en salle, housekeeping, pâtisserie, réception hôtelière. Qualités attendues : esprit d'analyse, prise d'initiative."
O0115,Topographe,Compagnie Alima,Pointe-Noire,BTP / Construction,CDI,BAC,0,150000,topographie; maçonnerie; métré,prise d'initiative; adaptabilité,"Compagnie Alima recrute un(e) Topographe à Pointe-Noire en CDI. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 0 an(s) d'expérience. Compétences requises : topographie, maçonnerie, métré. Qualités attendues : prise d'initiative, adaptabilité."
O0116,Agronome,Société Sangha,Brazzaville,Agriculture / Agroalimentaire,CDI,Licence (BAC+3),2,400000,élevage; transformation alimentaire; agronomie,prise d'initiative; travail en équipe,"Société Sangha recrute un(e) Agronome à Brazzaville en CDI. Missions : intervenir sur des activités de agriculture / agroalimentaire et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 2 an(s) d'expérience. Compétences requises : élevage, transformation alimentaire, agronomie. Qualités attendues : prise d'initiative, travail en équipe."
O0117,Déclarant en douane,Société M'Foa,Pointe-Noire,Logistique / Transport,CDD,Licence (BAC+3),1,250000,conduite poids lourds; gestion de flotte; magasinage; douane,leadership; communication,"Société M'Foa recrute un(e) Déclarant en douane à Pointe-Noire en CDD. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 1 an(s) d'expérience. Compétences requises : conduite poids lourds, gestion de flotte, magasinage, douane. Qualités attendues : leadership, communication."
O0118,Répétiteur,Agence Mayombe,Dolisie,Éducation / Formation,Consultance,BEPC,5,250000,formation professionnelle; pédagogie; encadrement scolaire,esprit d'analyse; communication,"Agence Mayombe recrute un(e) Répétiteur à Dolisie en Consultance. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 5 an(s) d'expérience. Compétences requises : formation professionnelle, pédagogie, encadrement scolaire. Qualités attendues : esprit d'analyse, communication."
O0119,Chef d'exploitation,Société Plateaux,Pointe-Noire,Agriculture / Agroalimentaire,Intérim,Master (BAC+5),1,900000,sylviculture; élevage; transformation alimentaire; gestion coopérative; pêche; maraîchage,travail en équipe; gestion du temps,"Société Plateaux recrute un(e) Chef d'exploitation à Pointe-Noire en Intérim. Missions : intervenir sur des activités de agriculture / agroalimentaire et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 1 an(s) d'expérience. Compétences requises : sylviculture, élevage, transformation alimentaire, gestion coopérative, pêche, maraîchage. Qualités attendues : travail en équipe, gestion du temps."
O0120,Technicien informatique,Compagnie du Fleuve,Brazzaville,Informatique / IT,CDI,Master (BAC+5),1,500000,cybersécurité; machine learning; analyse de données; java; administration réseau,communication; esprit d'analyse,"Compagnie du Fleuve recrute un(e) Technicien informatique à Brazzaville en CDI. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 1 an(s) d'expérience. Compétences requises : cybersécurité, machine learning, analyse de données, java, administration réseau. Qualités attendues : communication, esprit d'analyse."
O0121,Opérateur de production,Entreprise Sangha,Pointe-Noire,Pétrole / Gaz / Énergie,Consultance,Licence (BAC+3),0,250000,instrumentation; tuyauterie; qhse; gestion de plateforme; électromécanique; production pétrolière,communication; esprit d'analyse,"Entreprise Sangha recrute un(e) Opérateur de production à Pointe-Noire en Consultance. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : instrumentation, tuyauterie, qhse, gestion de plateforme, électromécanique, production pétrolière. Qualités attendues : communication, esprit d'analyse."
O0122,Chef d'exploitation,Compagnie Batéké,Nkayi,Agriculture / Agroalimentaire,CDI,BAC,3,200000,agronomie; pêche; maraîchage; gestion coopérative; élevage,travail en équipe; prise d'initiative,"Compagnie Batéké recrute un(e) Chef d'exploitation à Nkayi en CDI. Missions : intervenir sur des activités de agriculture / agroalimentaire et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 3 an(s) d'expérience. Compétences requises : agronomie, pêche, maraîchage, gestion coopérative, élevage. Qualités attendues : travail en équipe, prise d'initiative."
O0123,Agent de microfinance,Agence du Fleuve,Nkayi,Banque / Finance,CDI,BAC+2 (BTS/DUT),2,250000,audit; gestion de trésorerie; microfinance; conformité bancaire; contrôle de gestion; comptabilité,adaptabilité; esprit d'analyse,"Agence du Fleuve recrute un(e) Agent de microfinance à Nkayi en CDI. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 2 an(s) d'expérience. Compétences requises : audit, gestion de trésorerie, microfinance, conformité bancaire, contrôle de gestion, comptabilité. Qualités attendues : adaptabilité, esprit d'analyse."
O0124,Répétiteur,Groupe Niari,Brazzaville,Éducation / Formation,CDD,Licence (BAC+3),1,1200000,conception de programmes; formation professionnelle; enseignement; pédagogie,adaptabilité; esprit d'analyse,"Groupe Niari recrute un(e) Répétiteur à Brazzaville en CDD. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 1 an(s) d'expérience. Compétences requises : conception de programmes, formation professionnelle, enseignement, pédagogie. Qualités attendues : adaptabilité, esprit d'analyse."
O0125,Auditeur junior,Compagnie Kouilou,Brazzaville,Banque / Finance,CDI,BAC,8,700000,sage comptabilité; comptabilité; microfinance; ohada; gestion des risques,adaptabilité; gestion du temps,"Compagnie Kouilou recrute un(e) Auditeur junior à Brazzaville en CDI. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 8 an(s) d'expérience. Compétences requises : sage comptabilité, comptabilité, microfinance, ohada, gestion des risques. Qualités attendues : adaptabilité, gestion du temps."
O0126,Ingénieur radio,Groupe Congo Services,Owando,Télécommunications,CDD,Licence (BAC+3),1,400000,réseaux mobiles; fibre optique; transmission,gestion du temps; communication,"Groupe Congo Services recrute un(e) Ingénieur radio à Owando en CDD. Missions : intervenir sur des activités de télécommunications et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 1 an(s) d'expérience. Compétences requises : réseaux mobiles, fibre optique, transmission. Qualités attendues : gestion du temps, communication."
O0127,Superviseur QHSE,Société Loango,Sibiti,Pétrole / Gaz / Énergie,CDD,Licence (BAC+3),2,700000,instrumentation; hse; maintenance industrielle; électromécanique; inspection technique,esprit d'analyse; prise d'initiative,"Société Loango recrute un(e) Superviseur QHSE à Sibiti en CDD. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 2 an(s) d'expérience. Compétences requises : instrumentation, hse, maintenance industrielle, électromécanique, inspection technique. Qualités attendues : esprit d'analyse, prise d'initiative."
O0128,Secrétaire de direction,Agence Batéké,Brazzaville,Administration / RH / Juridique,Consultance,BAC+2 (BTS/DUT),1,200000,droit du travail; archivage; rédaction juridique,adaptabilité; travail en équipe,"Agence Batéké recrute un(e) Secrétaire de direction à Brazzaville en Consultance. Missions : intervenir sur des activités de administration / rh / juridique et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 1 an(s) d'expérience. Compétences requises : droit du travail, archivage, rédaction juridique. Qualités attendues : adaptabilité, travail en équipe."
O0129,Gestionnaire de flotte,Cabinet Batéké,Brazzaville,Logistique / Transport,CDD,Licence (BAC+3),0,250000,supply chain; douane; conduite poids lourds,esprit d'analyse; communication,"Cabinet Batéké recrute un(e) Gestionnaire de flotte à Brazzaville en CDD. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : supply chain, douane, conduite poids lourds. Qualités attendues : esprit d'analyse, communication."
O0130,Topographe,Agence Niari,Pointe-Noire,BTP / Construction,Consultance,Licence (BAC+3),0,900000,dessin technique; menuiserie; plomberie; génie civil,adaptabilité; prise d'initiative,"Agence Niari recrute un(e) Topographe à Pointe-Noire en Consultance. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : dessin technique, menuiserie, plomberie, génie civil. Qualités attendues : adaptabilité, prise d'initiative."
O0131,Répétiteur,Entreprise Kouilou,Pointe-Noire,Éducation / Formation,CDI,BAC,2,700000,formation professionnelle; encadrement scolaire; conception de programmes; alphabétisation; pédagogie,communication; leadership,"Entreprise Kouilou recrute un(e) Répétiteur à Pointe-Noire en CDI. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 2 an(s) d'expérience. Compétences requises : formation professionnelle, encadrement scolaire, conception de programmes, alphabétisation, pédagogie. Qualités attendues : communication, leadership."
O0132,Superviseur réseau,Société Djoué,Pointe-Noire,Télécommunications,Stage,BAC+2 (BTS/DUT),3,1200000,voip; maintenance télécom; fibre optique; radiofréquence; bss/oss,communication; travail en équipe,"Société Djoué recrute un(e) Superviseur réseau à Pointe-Noire en Stage. Missions : intervenir sur des activités de télécommunications et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : voip, maintenance télécom, fibre optique, radiofréquence, bss/oss. Qualités attendues : communication, travail en équipe."
O0133,Chargé de marketing,Entreprise Batéké,Ouesso,Commerce / Vente / Marketing,Intérim,BEPC,2,500000,community management; merchandising; négociation commerciale,rigueur; esprit d'analyse,"Entreprise Batéké recrute un(e) Chargé de marketing à Ouesso en Intérim. Missions : intervenir sur des activités de commerce / vente / marketing et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 2 an(s) d'expérience. Compétences requises : community management, merchandising, négociation commerciale. Qualités attendues : rigueur, esprit d'analyse."
O0134,Superviseur réseau,Agence Alima,Ouesso,Télécommunications,Stage,BAC,5,700000,transmission; réseaux mobiles; maintenance télécom,autonomie; prise d'initiative,"Agence Alima recrute un(e) Superviseur réseau à Ouesso en Stage. Missions : intervenir sur des activités de télécommunications et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 5 an(s) d'expérience. Compétences requises : transmission, réseaux mobiles, maintenance télécom. Qualités attendues : autonomie, prise d'initiative."
O0135,Administrateur réseau,Groupe Loango,Brazzaville,Informatique / IT,Intérim,BAC+2 (BTS/DUT),5,700000,python; excel avancé; javascript,adaptabilité; sens de l'organisation,"Groupe Loango recrute un(e) Administrateur réseau à Brazzaville en Intérim. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 5 an(s) d'expérience. Compétences requises : python, excel avancé, javascript. Qualités attendues : adaptabilité, sens de l'organisation."
O0136,Formateur professionnel,Société Djoué,Brazzaville,Éducation / Formation,Stage,BAC+2 (BTS/DUT),2,1200000,enseignement; encadrement scolaire; conception de programmes; alphabétisation; pédagogie; formation professionnelle,gestion du temps; adaptabilité,"Société Djoué recrute un(e) Formateur professionnel à Brazzaville en Stage. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 2 an(s) d'expérience. Compétences requises : enseignement, encadrement scolaire, conception de programmes, alphabétisation, pédagogie, formation professionnelle. Qualités attendues : gestion du temps, adaptabilité."
O0137,Assistant juridique,Société M'Foa,Brazzaville,Administration / RH / Juridique,CDD,Licence (BAC+3),0,1200000,droit du travail; archivage; paie; gestion des ressources humaines; gestion administrative,travail en équipe; gestion du temps,"Société M'Foa recrute un(e) Assistant juridique à Brazzaville en CDD. Missions : intervenir sur des activités de administration / rh / juridique et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : droit du travail, archivage, paie, gestion des ressources humaines, gestion administrative. Qualités attendues : travail en équipe, gestion du temps."
O0138,Enseignant,Compagnie Djoué,Dolisie,Éducation / Formation,Stage,Licence (BAC+3),1,700000,conception de programmes; formation professionnelle; pédagogie; enseignement,rigueur; autonomie,"Compagnie Djoué recrute un(e) Enseignant à Dolisie en Stage. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 1 an(s) d'expérience. Compétences requises : conception de programmes, formation professionnelle, pédagogie, enseignement. Qualités attendues : rigueur, autonomie."
O0139,Data Analyst,Groupe du Fleuve,Brazzaville,Informatique / IT,CDI,Master (BAC+5),0,400000,excel avancé; javascript; bases de données,travail en équipe; communication,"Groupe du Fleuve recrute un(e) Data Analyst à Brazzaville en CDI. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 0 an(s) d'expérience. Compétences requises : excel avancé, javascript, bases de données. Qualités attendues : travail en équipe, communication."
O0140,Superviseur QHSE,Compagnie Djoué,Brazzaville,Pétrole / Gaz / Énergie,CDD,Master (BAC+5),0,700000,maintenance industrielle; soudure; production pétrolière; tuyauterie; gestion de plateforme,travail en équipe; gestion du temps,"Compagnie Djoué recrute un(e) Superviseur QHSE à Brazzaville en CDD. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 0 an(s) d'expérience. Compétences requises : maintenance industrielle, soudure, production pétrolière, tuyauterie, gestion de plateforme. Qualités attendues : travail en équipe, gestion du temps."
O0141,Community manager,Société Mayombe,Brazzaville,Commerce / Vente / Marketing,Intérim,BAC,0,1200000,community management; vente; négociation commerciale; étude de marché,prise d'initiative; travail en équipe,"Société Mayombe recrute un(e) Community manager à Brazzaville en Intérim. Missions : intervenir sur des activités de commerce / vente / marketing et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 0 an(s) d'expérience. Compétences requises : community management, vente, négociation commerciale, étude de marché. Qualités attendues : prise d'initiative, travail en équipe."
O0142,Chef d'exploitation,Société Sangha,Brazzaville,Agriculture / Agroalimentaire,CDD,Licence (BAC+3),2,300000,élevage; gestion coopérative; agronomie,sens de l'organisation; travail en équipe,"Société Sangha recrute un(e) Chef d'exploitation à Brazzaville en CDD. Missions : intervenir sur des activités de agriculture / agroalimentaire et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 2 an(s) d'expérience. Compétences requises : élevage, gestion coopérative, agronomie. Qualités attendues : sens de l'organisation, travail en équipe."
O0143,Auditeur junior,Entreprise Loango,Pointe-Noire,Banque / Finance,CDI,BAC,8,900000,analyse financière; fiscalité; sage comptabilité,esprit d'analyse; rigueur,"Entreprise Loango recrute un(e) Auditeur junior à Pointe-Noire en CDI. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 8 an(s) d'expérience. Compétences requises : analyse financière, fiscalité, sage comptabilité. Qualités attendues : esprit d'analyse, rigueur."
O0144,Formateur professionnel,Entreprise M'Foa,Dolisie,Éducation / Formation,CDD,BAC,1,900000,pédagogie; alphabétisation; formation professionnelle; encadrement scolaire; enseignement,prise d'initiative; autonomie,"Entreprise M'Foa recrute un(e) Formateur professionnel à Dolisie en CDD. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 1 an(s) d'expérience. Compétences requises : pédagogie, alphabétisation, formation professionnelle, encadrement scolaire, enseignement. Qualités attendues : prise d'initiative, autonomie."
O0145,Serveur,Cabinet Kouilou,Brazzaville,Hôtellerie / Restauration,CDI,BAC+2 (BTS/DUT),2,150000,gestion hôtelière; cuisine; housekeeping; service en salle; pâtisserie,prise d'initiative; adaptabilité,"Cabinet Kouilou recrute un(e) Serveur à Brazzaville en CDI. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 2 an(s) d'expérience. Compétences requises : gestion hôtelière, cuisine, housekeeping, service en salle, pâtisserie. Qualités attendues : prise d'initiative, adaptabilité."
O0146,Assistant juridique,Groupe Plateaux,Brazzaville,Administration / RH / Juridique,CDD,BAC,3,500000,rédaction juridique; secrétariat; gestion des ressources humaines; archivage; paie,adaptabilité; gestion du temps,"Groupe Plateaux recrute un(e) Assistant juridique à Brazzaville en CDD. Missions : intervenir sur des activités de administration / rh / juridique et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 3 an(s) d'expérience. Compétences requises : rédaction juridique, secrétariat, gestion des ressources humaines, archivage, paie. Qualités attendues : adaptabilité, gestion du temps."
O0147,Infirmier diplômé d'État,Compagnie M'Foa,Owando,Santé,CDD,Licence (BAC+3),2,700000,kinésithérapie; nutrition; soins infirmiers,adaptabilité; rigueur,"Compagnie M'Foa recrute un(e) Infirmier diplômé d'État à Owando en CDD. Missions : intervenir sur des activités de santé et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 2 an(s) d'expérience. Compétences requises : kinésithérapie, nutrition, soins infirmiers. Qualités attendues : adaptabilité, rigueur."
O0148,Chef de chantier,Entreprise Niari,Nkayi,BTP / Construction,CDI,BAC+2 (BTS/DUT),3,150000,topographie; électricité bâtiment; autocad; maçonnerie,prise d'initiative; gestion du temps,"Entreprise Niari recrute un(e) Chef de chantier à Nkayi en CDI. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : topographie, électricité bâtiment, autocad, maçonnerie. Qualités attendues : prise d'initiative, gestion du temps."
O0149,Data Analyst,Entreprise Kouilou,Brazzaville,Informatique / IT,Stage,Sans diplôme,1,150000,java; excel avancé; administration réseau; javascript; maintenance informatique; développement web,prise d'initiative; gestion du temps,"Entreprise Kouilou recrute un(e) Data Analyst à Brazzaville en Stage. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : Sans diplôme minimum, au moins 1 an(s) d'expérience. Compétences requises : java, excel avancé, administration réseau, javascript, maintenance informatique, développement web. Qualités attendues : prise d'initiative, gestion du temps."
O0150,Analyste financier,Compagnie Plateaux,Nkayi,Banque / Finance,Stage,BEPC,0,400000,gestion des risques; ohada; comptabilité,adaptabilité; travail en équipe,"Compagnie Plateaux recrute un(e) Analyste financier à Nkayi en Stage. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 0 an(s) d'expérience. Compétences requises : gestion des risques, ohada, comptabilité. Qualités attendues : adaptabilité, travail en équipe."
O0151,Pharmacien assistant,Compagnie M'Foa,Pointe-Noire,Santé,CDD,Master (BAC+5),1,200000,kinésithérapie; sage-femme; santé publique,travail en équipe; gestion du temps,"Compagnie M'Foa recrute un(e) Pharmacien assistant à Pointe-Noire en CDD. Missions : intervenir sur des activités de santé et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 1 an(s) d'expérience. Compétences requises : kinésithérapie, sage-femme, santé publique. Qualités attendues : travail en équipe, gestion du temps."
O0152,Technicien HSE,Société Léfini,Dolisie,Pétrole / Gaz / Énergie,Stage,BEPC,1,1200000,forage; qhse; hse; production pétrolière,adaptabilité; gestion du temps,"Société Léfini recrute un(e) Technicien HSE à Dolisie en Stage. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 1 an(s) d'expérience. Compétences requises : forage, qhse, hse, production pétrolière. Qualités attendues : adaptabilité, gestion du temps."
O0153,Data Analyst,Groupe M'Foa,Nkayi,Informatique / IT,CDI,BAC+2 (BTS/DUT),1,250000,java; python; sql,communication; autonomie,"Groupe M'Foa recrute un(e) Data Analyst à Nkayi en CDI. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 1 an(s) d'expérience. Compétences requises : java, python, sql. Qualités attendues : communication, autonomie."
O0154,Commercial terrain,Compagnie Sangha,Brazzaville,Commerce / Vente / Marketing,CDD,BAC+2 (BTS/DUT),3,900000,étude de marché; marketing digital; merchandising; community management,gestion du temps; esprit d'analyse,"Compagnie Sangha recrute un(e) Commercial terrain à Brazzaville en CDD. Missions : intervenir sur des activités de commerce / vente / marketing et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : étude de marché, marketing digital, merchandising, community management. Qualités attendues : gestion du temps, esprit d'analyse."
O0155,Gouvernante,Agence du Fleuve,Pointe-Noire,Hôtellerie / Restauration,Stage,Licence (BAC+3),2,300000,cuisine; réception hôtelière; gestion hôtelière; housekeeping,communication; adaptabilité,"Agence du Fleuve recrute un(e) Gouvernante à Pointe-Noire en Stage. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 2 an(s) d'expérience. Compétences requises : cuisine, réception hôtelière, gestion hôtelière, housekeeping. Qualités attendues : communication, adaptabilité."
O0156,Superviseur QHSE,Cabinet Sangha,Brazzaville,Pétrole / Gaz / Énergie,CDD,BEPC,1,1200000,maintenance industrielle; forage; qhse,esprit d'analyse; gestion du temps,"Cabinet Sangha recrute un(e) Superviseur QHSE à Brazzaville en CDD. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 1 an(s) d'expérience. Compétences requises : maintenance industrielle, forage, qhse. Qualités attendues : esprit d'analyse, gestion du temps."
