id_demandeur,nom,age,ville,domaine,titre_professionnel,niveau_etudes,annees_experience,competences,soft_skills,langues,cv_texte
PPBZV2509120042485,PPBZV2509120042485,33,Brazzaville,Divers,Economiste,Licence (BAC+3),0,,,français,Métier visé : Economiste. Qualification : economiste. Économiste. Filière : Economie de Développement Durable. Secteur d'activité : Finance. Diplôme : Licence.
PPBZV2509100042022,PPBZV2509100042022,35,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",comptabilité gestion d'entreprise ,Master (BAC+5),0,comptabilité;fiscalité;vente,,français,"Métier visé : comptabilité gestion d'entreprise . Qualification : comptabilité gestion d'entreprise . Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509100042030,PPBZV2509100042030,25,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant comptable. Qualification : assistant comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Pas de diplôme."
PPBZV2509120042488,PPBZV2509120042488,46,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable,BAC+2 (BTS/DUT),0,comptabilité;fiscalité,,français,"Métier visé : Comptable. Qualification : comptable. Comptable. Filière : Comptabilité. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Bac +2."
PPBZV2509120042489,PPBZV2509120042489,31,Brazzaville,Hôtellerie-Restauration,agent de comptoir,BAC,0,,,français,Métier visé : agent de comptoir. Qualification : agent de comptoir. Agent d'Accueil. Filière : Bac D. Secteur métier : Hôtellerie-Restauration. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Baccalauréat Général.
PPBZV2509120042493,PPBZV2509120042493,22,Brazzaville,"Informatique, Data, Télécommunications & Digital",Technicien en réseaux et télécommunications ,BAC,0,,,français,"Métier visé : Technicien en réseaux et télécommunications . Qualification : technicien en réseaux et télécommunications . Technicien Réseaux & Télécom. Filière : Bac D. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Réseaux et Télécommunications. Diplôme : Baccalauréat Général."
PPBZV2509120042496,PPBZV2509120042496,42,Brazzaville,"Transport, Logistique & Supply Chain",Chauffeur,BEPC,0,supply chain;vente,,français,"Métier visé : Chauffeur. Qualification : chauffeur. Chauffeur. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPBZV2509100042032,PPBZV2509100042032,22,Brazzaville,Fonction Publique & Administration,Administratrice des entreprises ,Licence (BAC+3),0,,,français,Métier visé : Administratrice des entreprises . Qualification : administratrice des entreprises . Administrateur de Fonctions Support. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme.
PPBZV2509100042035,PPBZV2509100042035,27,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Secrétaire de direction ,Licence (BAC+3),0,gestion des ressources humaines,,français,"Métier visé : Secrétaire de direction . Qualification : secrétaire de direction . Assistant de Direction. Filière : Aucune. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme."
PPBZV2509120042500,PPBZV2509120042500,22,Brazzaville,"Commerce, Vente, Marketing & Distribution",Call center,BAC,0,vente,,français,"Métier visé : Call center. Qualification : call center. Agent de Centre d'Appels. Filière : Réseaux et Télécommunications. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Communication - Médias - Informations - Community Manager - Audiovisuel et Multimédia - Journalisme. Diplôme : Baccalauréat Professionnel."
PPBZV2509100042040,PPBZV2509100042040,24,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant  Administratif et comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant  Administratif et comptable. Qualification : assistant  administratif et comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2509120042508,PPBZV2509120042508,23,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Assistante Ressources Humaines,BAC,0,comptabilité;gestion des ressources humaines;vente,,français,"Métier visé : Assistante Ressources Humaines. Qualification : assistante ressources humaines. Assistant en Ressources Humaines. Filière : Comptabilité. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : BAC Technique."
PPBZV2509120042511,PPBZV2509120042511,25,Brazzaville,"Commerce, Vente, Marketing & Distribution",Assistant commercial,Licence (BAC+3),0,vente,,français,"Métier visé : Assistant commercial. Qualification : assistant commercial. Support Commercial. Filière : Commerce - Distribution et achat. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence Professionnelle ."
PPBZV2509120042512,PPBZV2509120042512,25,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BEPC,0,vente,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Aucune. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPBZV2509120042513,PPBZV2509120042513,24,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",comptabilité gestion d'entreprise ,Licence (BAC+3),0,comptabilité;fiscalité;vente,,français,"Métier visé : comptabilité gestion d'entreprise . Qualification : comptabilité gestion d'entreprise . Comptable. Filière : Finance et Comptabilité. Secteur recherché : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Bac +3."
PPBZV2509120042516,PPBZV2509120042516,31,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",Opticiens,Licence (BAC+3),0,pharmacie;vente,,français,"Métier visé : Opticiens. Qualification : opticiens. Opticien. Filière : Géosciences. Secteur métier : Santé, Pharmacie & Recherche Scientifique. Secteur d'activité : Santé - Médecine - Pharmacie - vente de produits pharmaceutiques. Diplôme : Licence Professionnelle ."
PPBZV2509120042520,PPBZV2509120042520,23,Brazzaville,"Énergie, Environnement & Eau",Technicien de surface,BAC,0,comptabilité,,français,"Métier visé : Technicien de surface. Qualification : technicien de surface. Agent de propreté et d'hygiène. Filière : Comptabilité. Secteur métier : Énergie, Environnement & Eau. Diplôme : BAC Technique."
PPBZV2509120042528,PPBZV2509120042528,24,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",comptabilité gestion d'entreprise ,Licence (BAC+3),0,comptabilité;fiscalité;vente,,français,"Métier visé : comptabilité gestion d'entreprise . Qualification : comptabilité gestion d'entreprise . Comptable. Filière : Gestion comptable et financier. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence Professionnelle ."
PPBZV2509100042042,PPBZV2509100042042,52,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Directeur   Financier,Master (BAC+5),0,comptabilité;fiscalité,,français,"Métier visé : Directeur   Financier. Qualification : directeur   financier. Directeur Financier. Filière : Aucune. Secteur recherché : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2509120042531,PPBZV2509120042531,20,Brazzaville,"Commerce, Vente, Marketing & Distribution",Chargé de clientèle ,BAC,0,vente,,français,"Métier visé : Chargé de clientèle . Qualification : chargé de clientèle . Charge de Clientele. Filière : Bac A. Secteur recherché : Banque – Finance – Services numériques. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Chimie / Parachimie. Diplôme : Baccalauréat Général."
PPBZV2509100042049,PPBZV2509100042049,27,Brazzaville,Agriculture & Industrie Agroalimentaire,Agroalimentaire ,BAC+2 (BTS/DUT),0,,,français,Métier visé : Agroalimentaire . Qualification : agroalimentaire . Technicien Agroalimentaire. Filière : Aucune. Secteur métier : Agriculture & Industrie Agroalimentaire. Secteur d'activité : Industrie Lourde - Mines - Extraction - Exploitation Minière - Métallurgie. Diplôme : Pas de diplôme.
PPBZV2509100042050,PPBZV2509100042050,42,Brazzaville,Fonction Publique & Administration,Agent Administratif,Licence (BAC+3),0,secrétariat,,français,Métier visé : Agent Administratif. Qualification : agent administratif. Agent Administratif et de Secrétariat. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Diplôme : Pas de diplôme.
PPBZV2509100042052,PPBZV2509100042052,21,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",comptable et contrôle de gestion,Master (BAC+5),0,comptabilité;contrôle de gestion;fiscalité,,français,"Métier visé : comptable et contrôle de gestion. Qualification : comptable et contrôle de gestion. Contrôleur de Gestion. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2509120042536,PPBZV2509120042536,31,Brazzaville,Hôtellerie-Restauration,Hôtelière ,BAC+2 (BTS/DUT),0,gestion hôtelière,,français,Métier visé : Hôtelière . Qualification : hôtelière . Hotelier. Filière : Gestion Hôtelière. Secteur métier : Hôtellerie-Restauration. Secteur d'activité : Hôtellerie - Restauration. Diplôme : CAP/BEP.
PPBZV2509100042060,PPBZV2509100042060,25,Brazzaville,"Énergie, Environnement & Eau",Electromecanicien,BAC+2 (BTS/DUT),0,électromécanique,,français,"Métier visé : Electromecanicien. Qualification : electromecanicien. Technicien en Électromécanique. Filière : Aucune. Secteur métier : Énergie, Environnement & Eau. Secteur d'activité : Electricité-Electricité Industrielle-Electromécanique-Electrotechnique. Diplôme : Pas de diplôme."
PPBZV2509100042061,PPBZV2509100042061,22,Brazzaville,Parcours Étudiant et Formation,Etudiant(e),Licence (BAC+3),0,,,français,Métier visé : Etudiant(e). Qualification : etudiant(e). Etudiant. Filière : Aucune. Secteur métier : Parcours Étudiant et Formation. Diplôme : Pas de diplôme.
PPBZV2509120042540,PPBZV2509120042540,33,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Plombier,Sans diplôme,0,plomberie,,français,"Métier visé : Plombier. Qualification : plombier. Plombier. Filière : Plomberie. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Hôtellerie - Restauration. Diplôme : Certificat d'Études Primaires Élémentaires (CEPE)."
PPBZV2509110042076,PPBZV2509110042076,30,Brazzaville,Fonction Publique & Administration,Agent de bureau,BAC,0,,,français,"Métier visé : Agent de bureau. Qualification : agent de bureau. Agent Administratif. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets. Diplôme : Pas de diplôme."
PPBZV2509110042096,PPBZV2509110042096,35,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent back office ,BAC+2 (BTS/DUT),0,vente,,français,"Métier visé : Agent back office . Qualification : agent back office . Agent Back Office. Filière : Aucune. Secteur recherché : Banque – Finance – Services numériques. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Communication - Médias - Informations - Community Manager - Audiovisuel et Multimédia - Journalisme. Diplôme : Pas de diplôme."
PPBZV2509120042543,PPBZV2509120042543,23,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent Marketing ,Licence (BAC+3),0,vente,,français,"Métier visé : Agent Marketing . Qualification : agent marketing . Assistant marketing. Filière : Marketing. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence Professionnelle ."
PPBZV2509120042546,PPBZV2509120042546,26,Brazzaville,Parcours Étudiant et Formation,Etudiante ,Licence (BAC+3),0,,,français,Métier visé : Etudiante . Qualification : etudiante . Etudiant. Filière : Réseaux et Télécommunications. Secteur métier : Parcours Étudiant et Formation. Diplôme : Licence Professionnelle .
PPBZV2509110042097,PPBZV2509110042097,37,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité et Gestion Financière,Master (BAC+5),0,comptabilité;fiscalité,,français,"Métier visé : Comptabilité et Gestion Financière. Qualification : comptabilité et gestion financière. Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2509110042139,PPBZV2509110042139,24,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",comptable et contrôle de gestion,Master (BAC+5),0,comptabilité;contrôle de gestion;fiscalité,,français,"Métier visé : comptable et contrôle de gestion. Qualification : comptable et contrôle de gestion. Contrôleur de Gestion. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2509110042143,PPBZV2509110042143,36,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant administratif et financier ,Licence (BAC+3),0,comptabilité;fiscalité;gestion administrative,,français,"Métier visé : Assistant administratif et financier . Qualification : assistant administratif et financier . Assistant de Direction Financière. Filière : Aucune. Secteur recherché : Finance. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Gestion Administrative. Diplôme : Pas de diplôme."
PPBZV2509110042148,PPBZV2509110042148,26,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant  Administratif et comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant  Administratif et comptable. Qualification : assistant  administratif et comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2509110042150,PPBZV2509110042150,19,Brazzaville,"Industrie, Production & Maintenance",ElectroTechnicien,Licence (BAC+3),0,,,français,"Métier visé : ElectroTechnicien. Qualification : electrotechnicien. Technicien en Électrotechnique. Filière : Aucune. Secteur métier : Industrie, Production & Maintenance. Diplôme : Pas de diplôme."
PPBZV2509110042161,PPBZV2509110042161,22,Brazzaville,Parcours Étudiant et Formation,Etudiante ,Licence (BAC+3),0,comptabilité;fiscalité,,français,Métier visé : Etudiante . Qualification : etudiante . Etudiant. Filière : Aucune. Secteur recherché : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Secteur métier : Parcours Étudiant et Formation. Diplôme : Pas de diplôme.
PPBZV2509110042162,PPBZV2509110042162,23,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Administration et des Ressources Humaines,Licence (BAC+3),0,gestion des ressources humaines,,français,"Métier visé : Administration et des Ressources Humaines. Qualification : administration et des ressources humaines. Assistant en Ressources Humaines. Filière : Aucune. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme."
PPBZV2509110042175,PPBZV2509110042175,35,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent Commercial,BAC,0,vente,,français,"Métier visé : Agent Commercial. Qualification : agent commercial. Commercial. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509110042246,PPBZV2509110042246,23,Brazzaville,"Informatique, Data, Télécommunications & Digital",Développeur d'application,Licence (BAC+3),0,cybersécurité;développement web,,français,"Métier visé : Développeur d'application. Qualification : développeur d'application. Back-End Developer. Filière : Aucune. Secteur recherché : Développement Web - Programmation - Systèmes d’Information. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation. Diplôme : Pas de diplôme."
PPBZV2509110042249,PPBZV2509110042249,27,Brazzaville,"Industrie, Production & Maintenance",Magasinier,BAC,0,vente,,français,"Métier visé : Magasinier. Qualification : magasinier. Magasinier. Filière : Aucune. Secteur recherché :  Logistique et Distribution . Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509110042255,PPBZV2509110042255,27,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Secrétaire de direction ,Licence (BAC+3),0,gestion des ressources humaines,,français,"Métier visé : Secrétaire de direction . Qualification : secrétaire de direction . Assistant de Direction. Filière : Aucune. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme."
PPBZV2509110042259,PPBZV2509110042259,26,Brazzaville,"Commerce, Vente, Marketing & Distribution",Commercial,BAC,0,vente,,français,"Métier visé : Commercial. Qualification : commercial. Commercial. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509110042268,PPBZV2509110042268,25,Brazzaville,Parcours Étudiant et Formation,bachelier,BAC,0,,,français,Métier visé : bachelier. Qualification : bachelier. Diplômé du Baccalauréat. Filière : Aucune. Secteur recherché : Réseaux et Télécommunications. Secteur métier : Parcours Étudiant et Formation. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme.
PPBZV2509120042573,PPBZV2509120042573,30,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant comptable. Qualification : assistant comptable. Assistant Comptable. Filière : Administration des entreprises. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Bac +3."
PPBZV2509110042269,PPBZV2509110042269,30,Brazzaville,"Industrie, Production & Maintenance",Ingénieur Chantier spécialisé,Master (BAC+5),0,,,français,"Métier visé : Ingénieur Chantier spécialisé. Qualification : ingénieur chantier spécialisé. Ingénieur de Chantier. Filière : Aucune. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Hydrocarbure. Diplôme : Pas de diplôme."
PPBZV2509110042273,PPBZV2509110042273,28,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur réseau telecom ,Master (BAC+5),0,,,français,"Métier visé : Administrateur réseau telecom . Qualification : administrateur réseau telecom . Architecte Réseaux. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Réseaux et Télécommunications. Diplôme : Pas de diplôme."
PPBZV2509110042281,PPBZV2509110042281,37,Brazzaville,"Transport, Logistique & Supply Chain",Approvisionneur,Licence (BAC+3),0,supply chain;vente,,français,"Métier visé : Approvisionneur. Qualification : approvisionneur. Approvisionneur. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509110042282,PPBZV2509110042282,37,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent Commercial,BAC,0,vente,,français,"Métier visé : Agent Commercial. Qualification : agent commercial. Commercial. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509110042295,PPBZV2509110042295,28,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Ingénieur en BTP,Master (BAC+5),0,génie civil,,français,"Métier visé : Ingénieur en BTP. Qualification : ingénieur en btp. Ingénieur BTP. Filière : Aucune. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Génie Civil - Construction - Bâtiment et Travaux - Architecture. Diplôme : Pas de diplôme."
PPBZV2509120042585,PPBZV2509120042585,24,Brazzaville,"Informatique, Data, Télécommunications & Digital",Statisticien,Master (BAC+5),0,cybersécurité,,français,"Métier visé : Statisticien. Qualification : statisticien. Statisticien. Filière : Economie. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation. Diplôme : Master 1."
PPBZV2509110042298,PPBZV2509110042298,26,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistante administrative et comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistante administrative et comptable. Qualification : assistante administrative et comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Consulting - Stratégie - Organisation. Diplôme : Pas de diplôme."
PPBZV2509120042587,PPBZV2509120042587,23,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Assistante Ressources Humaines,Master (BAC+5),0,gestion des ressources humaines;vente,,français,"Métier visé : Assistante Ressources Humaines. Qualification : assistante ressources humaines. Assistant en Ressources Humaines. Filière : Management des Ressources Humaines. Secteur recherché : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Bac +5."
PPBZV2509120042588,PPBZV2509120042588,34,Brazzaville,"Éducation, Formation & Enseignement",Enseignant(e),Master (BAC+5),0,enseignement,,français,"Métier visé : Enseignant(e). Qualification : enseignant(e). Enseignant. Filière : Monnaie finance banque. Secteur métier : Éducation, Formation & Enseignement. Diplôme : Master."
PPBZV2509110042299,PPBZV2509110042299,26,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistante administrative et comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistante administrative et comptable. Qualification : assistante administrative et comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Consulting - Stratégie - Organisation. Diplôme : Pas de diplôme."
PPBZV2509110042300,PPBZV2509110042300,26,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistante administrative et comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistante administrative et comptable. Qualification : assistante administrative et comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Consulting - Stratégie - Organisation. Diplôme : Pas de diplôme."
PPBZV2509110042301,PPBZV2509110042301,26,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistante administrative et comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistante administrative et comptable. Qualification : assistante administrative et comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Consulting - Stratégie - Organisation. Diplôme : Pas de diplôme."
PPBZV2509120042594,PPBZV2509120042594,30,Brazzaville,"Transport, Logistique & Supply Chain",Logistique et transport,BAC+2 (BTS/DUT),0,supply chain,,français,"Métier visé : Logistique et transport. Qualification : logistique et transport. Technicien Logistique et Transport. Filière : Transport et logistique. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial. Diplôme : Bac +2."
PPBZV2509110042302,PPBZV2509110042302,37,Brazzaville,"Informatique, Data, Télécommunications & Digital",Architecte,Master (BAC+5),0,vente,,français,"Métier visé : Architecte. Qualification : architecte. Architecte Réseaux. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509110042308,PPBZV2509110042308,22,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant comptable. Qualification : assistant comptable. Assistant Comptable. Filière : Aucune. Secteur recherché : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Pas de diplôme."
PPBZV2509110042312,PPBZV2509110042312,23,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur de systèmes et réseaux,Master (BAC+5),0,cybersécurité,,français,"Métier visé : Administrateur de systèmes et réseaux. Qualification : administrateur de systèmes et réseaux. Administrateur Systèmes & Réseaux. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation. Diplôme : Pas de diplôme."
PPBZV2509110042317,PPBZV2509110042317,24,Brazzaville,Fonction Publique & Administration,Administrateur public,Master (BAC+5),0,,,français,Métier visé : Administrateur public. Qualification : administrateur public. Spécialiste en Administration Publique. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme.
PPBZV2509130042605,PPBZV2509130042605,22,Brazzaville,Parcours Étudiant et Formation,Diplômé sans emploi ,Licence (BAC+3),0,gestion des ressources humaines,,français,Métier visé : Diplômé sans emploi . Qualification : diplômé sans emploi . Diplome sans Emploi. Filière : Gestion des Ressources Humaines. Secteur métier : Parcours Étudiant et Formation. Diplôme : Bac +3.
PPBZV2509110042320,PPBZV2509110042320,20,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant comptable. Qualification : assistant comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Pas de diplôme."
PPBZV2509110042325,PPBZV2509110042325,22,Brazzaville,Divers,Economiste,Master (BAC+5),0,,,français,Métier visé : Economiste. Qualification : economiste. Économiste. Filière : Aucune. Secteur d'activité : Finance. Diplôme : Pas de diplôme.
