id_offre,titre,entreprise,ville,domaine,type_contrat,niveau_etudes_min,experience_min,competences_requises,description
JOB250001772,RESPONSABLE FINANCIER,PLATEFORMES INDUSTRIELLES DU CONGO PIC,Kouilou,"Industrie, Production & Maintenance",CDD,,,,"RESPONSABLE FINANCIER Secteur : Industrie, Production & Maintenance."
JOB250002511,Assistant Corporate,PLATEFORMES INDUSTRIELLES DU CONGO PIC,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Assistant Corporate Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002514,Assistant Ressources Humaines,PLATEFORMES INDUSTRIELLES DU CONGO PIC,Loango,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Assistant Ressources Humaines Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002525,Architecte,PLATEFORMES INDUSTRIELLES DU CONGO PIC,Pointe-Noire,"Informatique, Data, Télécommunications & Digital",CDD,,,,"Architecte Secteur : Informatique, Data, Télécommunications & Digital."
JOB250000872,SUPERVISEUR YARD,PLP (PROSPER LESTER & PARTNERS ),Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"SUPERVISEUR YARD Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250000875,AGENT ADMINISTRATIF,PLP (PROSPER LESTER & PARTNERS ),Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"AGENT ADMINISTRATIF Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001530,COMPTABLE FISCALISTE,PLP (PROSPER LESTER & PARTNERS ),Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"COMPTABLE FISCALISTE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002103,Consultant Juridique et Fiscal,PLP (PROSPER LESTER & PARTNERS ),Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"Consultant Juridique et Fiscal Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002748,Consultant Juridique et Fiscal,PLP (PROSPER LESTER & PARTNERS ),Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"Consultant Juridique et Fiscal Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001571,TECHNICIEN DE LABORATOIRE BIOMEDICAL,POLYCLINIQUE PRODIGE,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"TECHNICIEN DE LABORATOIRE BIOMEDICAL Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250000881,Grutiers,PONTICELLI CONGO,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Grutiers Secteur : Transport, Logistique & Supply Chain."
JOB250000882,OPERATEUR,PONTICELLI CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"OPERATEUR Secteur : Industrie, Production & Maintenance."
JOB250001018,RESPONSABLE DE RESOURCE HUMAINES,PONTICELLI CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDI,,,,"RESPONSABLE DE RESOURCE HUMAINES Secteur : Industrie, Production & Maintenance."
JOB250001381,Chargé d'Affaire,PONTICELLI CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Chargé d'Affaire Secteur : Industrie, Production & Maintenance."
JOB250001538,SUPERVISEUR MGO,PONTICELLI CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"SUPERVISEUR MGO Secteur : Industrie, Production & Maintenance."
JOB250001539,SUPERVISEURSTRUCTURE,PONTICELLI CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"SUPERVISEURSTRUCTURE Secteur : Industrie, Production & Maintenance."
JOB250001540,SUPERVISEUR,PONTICELLI CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"SUPERVISEUR Secteur : Industrie, Production & Maintenance."
JOB250002682,Chef d'equipe,PONTICELLI CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Chef d'equipe Secteur : Industrie, Production & Maintenance."
JOB250002140,Planificateur,POWERMAN,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,,"Planificateur Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002142,Conducteur de Travaux Génie Civil,POWERMAN,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,génie civil,"Conducteur de Travaux Génie Civil Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002143,Directeur de Site,POWERMAN,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,,"Directeur de Site Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002144,Responsable Logistique,POWERMAN,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Responsable Logistique Secteur : Transport, Logistique & Supply Chain."
JOB250002146,ResponsableMécanique,POWERMAN,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"ResponsableMécanique Secteur : Industrie, Production & Maintenance."
JOB250002148,"ResponsableHSSE (Hygiène, Santé, Sécurité et Environnement)",POWERMAN,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,qhse,"ResponsableHSSE (Hygiène, Santé, Sécurité et Environnement) Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250002312,LOGISTICIEN,PRESTIGE CONCEPT,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"LOGISTICIEN Secteur : Informatique, Data, Télécommunications & Digital."
JOB250001323,Directeur Général,PREZIOSO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDI,,,,"Directeur Général Secteur : Industrie, Production & Maintenance."
JOB250002246,PEINTRE INDUSTRIEL,PREZIOSO CONGO,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,,"PEINTRE INDUSTRIEL Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
NONREF000105,Comptable transitaire,PRIMA MARKET CONGO,Pointe-Noire,Agriculture & Industrie Agroalimentaire,CDD,,,,Comptable transitaire Secteur : Agriculture & Industrie Agroalimentaire.
JOB250001239,Fiscaliste,PRIMA-MARKET CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Fiscaliste Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002804,COMPTABLE SPECIALISTE DES RAPPROCHEMENTS,PRIMA-MARKET CONGO,Brazzaville,Divers,CDD,,,,COMPTABLE SPECIALISTE DES RAPPROCHEMENTS Secteur : Divers .
JOB250002805,Assistant de Direction,PRIMA-MARKET CONGO,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Assistant de Direction Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002806,Archiviste,PRIMA-MARKET CONGO,Brazzaville,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Archiviste Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250001275,Directeur Général,PROGLASS,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Directeur Général Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001298,SECRETAIRE DE DIRECTION,PROGLASS,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"SECRETAIRE DE DIRECTION  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001299,COMPTABLE FISCALISTE,PROGLASS,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"COMPTABLE FISCALISTE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001375,VITRIER,PROGLASS,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"VITRIER  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002665,Coordinateur Commissionning,PROJETS TECHNIQUES CONGO (PROTECO),Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Coordinateur Commissionning Secteur : Pétrole, Gaz & Hydrocarbures."
NONREF000112,Country manager,PROMAR,Pointe-Noire,"Industrie, Production & Maintenance",CDI,,,,"Country manager Secteur : Industrie, Production & Maintenance."
JOB250001297,COMPTABLE FISCALISTE,PROPHARMA,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"COMPTABLE FISCALISTE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001413,SECRETAIRE DE DIRECTION,PROPHARMA,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"SECRETAIRE DE DIRECTION  Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001714,DELEGUE MEDICAL,PROPHARMA,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"DELEGUE MEDICAL Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002506,Chauffeur,PROPHARMA,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeur  Secteur : Transport, Logistique & Supply Chain."
JOB250000987,Assistant déclarant en douane,PROSAAC,Pointe-Noire,"Transport, Logistique & Supply Chain",Contrat d'apprentissage,,,douane; supply chain,"Assistant déclarant en douane Secteur : Transport, Logistique & Supply Chain."
STG250000989,Assistant déclarant en douane,PROSAAC,Mayoko,"Transport, Logistique & Supply Chain",Stage professionnel,,,douane; supply chain,"Assistant déclarant en douane Secteur : Transport, Logistique & Supply Chain."
STG250000988,Assistante de direction,PROSAAC,Mayoko,"Conseil, Stratégie & Gestion des Ressources Humaines",Stage professionnel,,,gestion des ressources humaines,"Assistante de direction Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
STG250002322,Commercial,PROSAAC,Mayoko,"Commerce, Vente, Marketing & Distribution",Stage professionnel,,,vente,"Commercial Secteur : Commerce, Vente, Marketing & Distribution."
STG250002321,Assistante de Direction,PROSAAC,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",Stage professionnel,,,gestion des ressources humaines,"Assistante de Direction Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000029,Assistant du manager de projet,PROTECO DFC,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Assistant du manager de projet Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250000897,Directeur Commercial,Puma International Congo,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"Directeur Commercial Secteur : Commerce, Vente, Marketing & Distribution."
JOB250000898,Représentant du service à la clientèle,Puma International Congo,Brazzaville,Gestion Administrative,CDI,,,gestion administrative,Représentant du service à la clientèle Secteur : Gestion Administrative.
JOB250000913,Tax Manager,Puma International Congo,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"Tax Manager Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002646,SALES REPRESENTATIVE,Puma International Congo,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"SALES REPRESENTATIVE Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001122,Conseiller Relation clientèle Entreprise Senior -pour la Direction Trading,QUANTICO RH,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Conseiller Relation clientèle Entreprise Senior -pour la Direction Trading Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001123,Conseiller clientèle Particulier -pour la Direction Trading,QUANTICO RH,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Conseiller clientèle Particulier -pour la Direction Trading Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001135,Animateur Formateur -pour la Direction Trading,QUANTICO RH,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Animateur Formateur -pour la Direction Trading Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001736,Directeur Général,QUANTICO RH,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Directeur Général Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001742,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,QUANTICO RH,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001743,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,QUANTICO RH,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001744,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,QUANTICO RH,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001746,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,QUANTICO RH,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001752,RESPONSABLE DELA SECURITE,QUANTICO RH,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"RESPONSABLE DELA SECURITE  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001757,Directeur Général,QUANTICO RH,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"Directeur Général Secteur : Informatique, Data, Télécommunications & Digital."
JOB250001976,DIRECTEUR DE LA FISCALITE,QUANTICO RH,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"DIRECTEUR DE LA FISCALITE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001977,DIRECTEUR GENERAL DE LA SOCIETE DE BOURSE,QUANTICO RH,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"DIRECTEUR GENERAL DE LA SOCIETE DE BOURSE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002693,Chef de service protocole et relations publiques,QUANTICO RH,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Chef de service protocole et relations publiques Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002694,Chef de service fiscalité,QUANTICO RH,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"Chef de service fiscalité  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002695,CHEF DE SERVICE PROTOCOLE ET RELATIONS PUBLIQUES,QUANTICO RH,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"CHEF DE SERVICE PROTOCOLE ET RELATIONS PUBLIQUES Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002751,Responsable de la formation,QUANTICO RH,Brazzaville,Hôtellerie - Restauration,CDD,,,,Responsable de la formation Secteur : Hôtellerie - Restauration.
NONREF000403,Agent d'opération à la clientèle,QUANTICO RH,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Agent d'opération à la clientèle Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000406,Agent d'opération à la clientèle,QUANTICO RH,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Agent d'opération à la clientèle Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001010,CAISSIER,RADISSON BLU,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"CAISSIER Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001111,TECHNICIENS DE MAITRISE,RADISSON BLU,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"TECHNICIENS DE MAITRISE Secteur : Informatique, Data, Télécommunications & Digital."
JOB250001170,COMMERCIAL DE TERRAIN D'INTERNET RESIDENTIEL,RADISSON BLU,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"COMMERCIAL DE TERRAIN D'INTERNET RESIDENTIEL Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001236,DIRECTEUR DES RESSOURCES HUMAINES,RADISSON BLU,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"DIRECTEUR DES RESSOURCES HUMAINES Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001333,Gouvernant Général,RADISSON BLU,Brazzaville,Hôtellerie - Restauration,CDD,,,,Gouvernant Général Secteur : Hôtellerie - Restauration.
JOB250001748,LE RADISSON M'BAMOU PALACE HOTEL RECRUTE:,RADISSON BLU,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"LE RADISSON M'BAMOU PALACE HOTEL RECRUTE:  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002055,"ASSISTANT DE DIRECTION, CHARGE DE COMMUNICATION ET MARKETING",RADISSON BLU,Brazzaville,"Communication, Médias & Événementiel",CDD,,,,"ASSISTANT DE DIRECTION, CHARGE DE COMMUNICATION ET MARKETING  Secteur : Communication, Médias & Événementiel."
JOB250002063,CHARGE DE RELATION CLIENT,RADISSON BLU,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"CHARGE DE RELATION CLIENT Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002332,EXECUTIF CHEF,RADISSON BLU,Brazzaville,Hôtellerie - Restauration,CDD,,,,EXECUTIF CHEF  Secteur : Hôtellerie - Restauration.
JOB250002643,Chef comptable,RADISSON BLU,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Chef comptable Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001153,RESPONSABLE DE RESOURCE HUMAINES,Ragec,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"RESPONSABLE DE RESOURCE HUMAINES Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001155,COMPTABLE,Ragec,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"COMPTABLE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001161,Manœuvre,Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Manœuvre Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001162,Chauffeur,Ragec,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeur  Secteur : Transport, Logistique & Supply Chain."
JOB250001166,TECHNICIENS ( Opérateur de machine),Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"TECHNICIENS ( Opérateur de machine) Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001265,OPERATEUR,Ragec,Brazzaville,"Industrie, Production & Maintenance",CDD,,,,"OPERATEUR Secteur : Industrie, Production & Maintenance."
JOB250001276,COMPTABLE,Ragec,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"COMPTABLE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001295,chef de vente,Ragec,Brazzaville,"Industrie, Production & Maintenance",CDD,,,vente,"chef de vente Secteur : Industrie, Production & Maintenance."
JOB250001296,chauffeur voiture légère,Ragec,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"chauffeur voiture légère  Secteur : Transport, Logistique & Supply Chain."
JOB250001317,AGENT DE MARKETING,Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"AGENT DE MARKETING  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001334,chef de secteur,Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"chef de secteur  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001405,Technicien HSE,Ragec,Brazzaville,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,hse; qhse,"Technicien HSE Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250001406,RESPONSABLE RESSOURCES HUMAINES,Ragec,Brazzaville,Agriculture & Industrie Agroalimentaire,CDD,,,,RESPONSABLE RESSOURCES HUMAINES  Secteur : Agriculture & Industrie Agroalimentaire.
JOB250001407,SPECIALISTE DE CENTRES DE SUPERVISION DU RESEAU ET GESTION DE CENTRES DE DONNEES,Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"SPECIALISTE DE CENTRES DE SUPERVISION DU RESEAU ET GESTION DE CENTRES DE DONNEES  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001432,RESPONSABLE RESSOURCES HUMAINES,Ragec,Brazzaville,"Industrie, Production & Maintenance",CDD,,,,"RESPONSABLE RESSOURCES HUMAINES  Secteur : Industrie, Production & Maintenance."
JOB250001513,HOTESSES,Ragec,Brazzaville,"Industrie, Production & Maintenance",CDD,,,,"HOTESSES Secteur : Industrie, Production & Maintenance."
JOB250001963,POINTEURS DE STOCK,Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"POINTEURS DE STOCK  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001965,Stage Assistant Fiscaliste,Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Stage Assistant Fiscaliste  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002649,Opérateur de saisie,Ragec,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"Opérateur de saisie Secteur : Informatique, Data, Télécommunications & Digital."
JOB250002651,Frigoriste,Ragec,Brazzaville,"Industrie, Production & Maintenance",CDD,,,,"Frigoriste  Secteur : Industrie, Production & Maintenance."
JOB250002657,GESTIONNAIRE RH,Ragec,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"GESTIONNAIRE RH Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002658,Frigoriste,Ragec,Brazzaville,"Industrie, Production & Maintenance",CDD,,,,"Frigoriste  Secteur : Industrie, Production & Maintenance."
JOB250002661,Opérateur de saisie,Ragec,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"Opérateur de saisie Secteur : Informatique, Data, Télécommunications & Digital."
JOB250002662,ASSISTANT MARKETING,Ragec,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"ASSISTANT MARKETING Secteur : Commerce, Vente, Marketing & Distribution."
JOB250000941,vendeur,RAGEC POINTE NOIRE,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"vendeur Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001156,Animateur de Vente,RAGEC POINTE NOIRE,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Animateur de Vente Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001379,Technicien Laboratoire (usine injection),RAGEC POINTE NOIRE,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Technicien Laboratoire (usine injection)  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250000831,SUPERVISEUR HSE,RENCO CONGO,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,hse; qhse,"SUPERVISEUR HSE  Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250000855,CHAUFFEUR COURSIER,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"CHAUFFEUR COURSIER  Secteur : Industrie, Production & Maintenance."
JOB250000856,CHEF DE PROJET,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"CHEF DE PROJET Secteur : Industrie, Production & Maintenance."
JOB250000858,CHEFS D'EQUIPE MECANICIENS,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"CHEFS D'EQUIPE MECANICIENS Secteur : Industrie, Production & Maintenance."
JOB250000859,CHEFS D'EQUIPE ELECTRICIENS,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"CHEFS D'EQUIPE ELECTRICIENS Secteur : Industrie, Production & Maintenance."
JOB250000860,CHEFS D'EQUIPE INSTRUMENTATION,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,instrumentation,"CHEFS D'EQUIPE INSTRUMENTATION Secteur : Industrie, Production & Maintenance."
JOB250000871,SUPERVISEUR GENIE CIVIL,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,génie civil,"SUPERVISEUR GENIE CIVIL Secteur : Industrie, Production & Maintenance."
JOB250001541,Assistant Ressources Humaines,RENCO CONGO,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Assistant Ressources Humaines Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001686,Technicien HSE,RENCO CONGO,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,hse; qhse,"Technicien HSE Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250001687,INFIRMIER,RENCO CONGO,Pointe-Noire,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"INFIRMIER Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001705,COMPTABLE,RENCO CONGO,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"COMPTABLE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001802,CHAUFFEUR COURSIER,RENCO CONGO,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"CHAUFFEUR COURSIER  Secteur : Transport, Logistique & Supply Chain."
JOB250001979,Opérateurs de Surface,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Opérateurs de Surface Secteur : Industrie, Production & Maintenance."
JOB250001981,OpérateursPompe,RENCO CONGO,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"OpérateursPompe Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250001982,Assistant Driller,RENCO CONGO,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Assistant Driller Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250001983,DRILLER,RENCO CONGO,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"DRILLER Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250001984,MECANICIEN,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"MECANICIEN Secteur : Industrie, Production & Maintenance."
JOB250002113,Peintre,RENCO CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Peintre  Secteur : Industrie, Production & Maintenance."
